sample_HFS146-resub	sample_HFS147	sample_HFS148	sample_HFS149	sample_HFS150	sample_HFS191	sample_HFS192	sample_HFS193	sample_HFS194	sample_HFS258	sample_HFS259	sample_HFS260	sample_HFS261	sample_HFS262	sample_HFS298	sample_HFS299	sample_HFS300	sample_HFS301	sample_HFS302	sample_HFS338	sample_HFS339	sample_HFS340	sample_HFS341	sample_HFS342-resub
SLC5A12	0	0	0	0	0	0	0	0	0	0.0847364	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC5A2	21.8183	19.2378	23.9523	22.6296	18.7419	21.247	23.9622	25.3414	18.8785	17.7809	23.4102	15.3571	22.5758	26.7669	23.0301	17.9649	25.7193	19.4886	17.8811	23.446	16.9309	16.2037	21.3232	26.4584
SLC5A3	6.928874	7.97685	7.188783	8.717111	7.2418	10.82381	7.90984	9.17728	9.7557	10.54749	7.43453	8.8765	8.826791	9.20708	11.558654	9.914747	7.62789	15.4692	6.98777	7.98642	11.740693	13.29496	17.20077	10.66334
SLC5A5	1.07558	0.486988	0.956475	1.0664	0.235776	0.634354	0.736109	0.647084	0.684853	1.21437	0.443883	1.05549	1.19309	1.43481	0.65136	0.850253	1.0021	1.31365	1.02692	0.714352	0.391114	0.996774	0.717962	1.24396
SLC5A6	19.03223	16.852	16.68429	19.15783	15.013	15.10094	18.96292	19.48925	18.88391	19.59969	22.6538	17.19906	18.70784	21.893516	20.39094	19.55284	34.79272	17.861893	20.86022	21.171985	22.0904	21.10509	18.86592	26.393261
SLC5A7	0.139188	0.0551059	0.0567564	0.0913152	0.380169	0.200654	0.172263	0.116072	0.0796431	1.14972	0.44182	0.143883	0.102538	0.0787026	0.381353	0	0.797367	0.257677	1.52577	1.65969	1.1677	0.0445621	0.0446737	2.17945
SLC5A8	0.246294	0.273322	0.218662	0.166296	0.0323331	0.186453	0.473371	0.221979	0.352341	0.308585	0.0916226	0.127276	0.225715	0.17375	0.715044	0.0307806	0.508996	0.180214	0.104384	0.217788	0.0804902	0.635285	0.270885	0.19863
SLC66A1	18.64837	18.73293	17.35274	15.2791	15.780463	20.2789	19.3418	15.6774	18.9759	17.2219	17.01856	14.671848	17.119614	19.68788	19.121952	15.25241	18.374876	20.23225	16.999623	13.736583	15.052065	24.422611	21.39861	14.965454
SLC66A2	59.36869	50.56148	36.22979	41.12614	40.335883	35.75543	43.65145	47.40273	43.33432	38.53649	33.50893	44.87779	31.32001	37.28358	38.23033	37.68988	41.53984	36.883231	33.96558	37.95853	38.49441	57.07467	46.30063	42.63263
SLC66A3	8.9343	10.7003967	9.7730683	9.52199	10.58109594	13.4388	10.87475	11.1545000050371	9.07846	10.240017	7.80102	16.63988	13.7757192381	12.2329000010797	11.6437	6.63188	12.36427	11.14114	9.5793	10.82190100392	10.7277835799	10.2228	13.84531	10.228687724
SLC6A1	180.872	199.0675	236.2656	224.8334	217.4784	187.7408	164.4087	161.97975	197.77196	225.614958778	259.7981	152.19843	203.8126	199.8313	239.012	205.822	172.9482702	258.6132	243.81354	268.9416	286.1693158	204.18783	204.82546	243.0147216
SLC6A11	146.711	118.049	129.678	129.555	124.737	131.345	118.177	119.216	107.831	153.663	124.043	104.1	120.32	96.326	122.923	145.443	165.088	81.7679	164.971	207.037	192.688	108.644	91.592	189.526
SLC6A12	10.577665	10.145351	8.28895	7.825035	6.305003	12.62578	9.95218100074505	13.555024	10.133239	11.83841	10.036615	4.166271	8.17245	11.09798	10.4719090639406	8.856205	14.5128469	13.127155888	11.68538	11.464262	9.496054	24.485796	13.450465225121	10.267765
SLC6A13	2.3722	2.17089	2.65647	2.69737	0.812788	1.56164	2.56094	1.95981	1.64508	2.62221	0.821025	0.421079	1.30891	1.22996	3.73994	1.77423	1.72908	1.94007	3.62838	1.2623	1.55497	2.45184	3.99617	3.25575
SLC6A14	0	0	0	0.0881426	0.429504	0.24748	0.167447	0.0840645	0.0778858	0.0818007	0.0801406	0	0.0749099	0	0.394871	0	0.0789124	0.0683073	0.138333	0	0.213486	0	0.130629	0
SLC6A15	25.16036	24.4717	34.7025	29.54784	28.9701	28.9145	30.917395	22.88088	25.73595	17.11407	16.85623	26.19607	27.00526	21.0981	25.4414	19.23753	28.99988	27.55689	27.55844	23.0595	23.7295	21.789071	18.59972	17.96539
SLC6A16	0.321472	0	0	0	0	0	0.082816	0	0	0	0	0	0.0740972	0	0.0781196	0	0.234198	0.202701	0	0	0	0.0639805	0	0.0519473
SLC6A17	234.877	299.739	243.527	282.337	277.727	261.172	237.852	248.999	229.369	229.941	306.317	198.527	245.738	283.859	304.466	339.529	231.143	305.612	230.924	201.044	218.273	302.628	327.107	192.584
SLC6A18	0	0	0	0	0	0	0	0	0	0	0.169719	0	0	0.16262	0	0	0.0835941	0.144812	0	0	0	0	0	0
SLC6A19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0795544	0	0	0	0	0	0	0	0	0
SLC6A2	0	0	0	0	0.0820471	0	0	0	0	0	0	0	0	0	0	0	0.0754153	0	0	0	0	0	0	0.050175
SLC6A20	13.7132	14.2131	29.8199	25.5827	4.90359	15.273	15.8217	12.1974	17.0183	36.7894	22.8914	1.20009	34.5047	27.7187	14.8327	13.9406	5.47121	22.5993	41.6681	28.4293	8.5794	17.6064	29.2833	34.9542
SLC6A3	1.86748	2.44421	2.12373	1.90268	3.24081	6.282298	6.716644	4.93285	5.8291	0.441288	0.978136	3.85516	0.2018902	0.931707	1.17094	2.08224	6.939746	0.460505	1.49297	0.438211	1.15161	2.531672	0.792744	4.18192
SLC6A4	0.0528852	0.104598	0.3765968	0.400298	0.3342339	0.1605626	0.1086735	0.218327	0.1516552	0	0.418767	0.3770673	0.2915774	0.04983233	0.769192	0.263599	0.513865	0.576421	0.4042187	0.328175	0.1385702	0.588415	0.3391686	0.0682982
SLC6A5	0.0405583	0.0199825	0.0205507	0.0437765	0.0638037	0.327105	0.269934	0.292157	0.367072	0.0406145	0.0604225	0.0633191	0.0185611	0.133414	0.0784263	0.060883	0.394541	0.101633	0.068695	0.0358253	0.123579	0.11259	0.0486119	0.117708
SLC6A6	54.3436	41.2663	45.1003	47.1704	41.9544	33.6636	26.165	36.8277	26.633	46.307	40.5292	34.7615	35.3121	37.48	42.2545	38.225	51.0243	34.3208	59.6891	48.3983	43.9679	38.5749	33.9208	47.781
SLC6A7	98.5231	111.1818	109.4469	117.0407	106.6899	105.613	96.7126	96.5843	91.1582	46.8986	131.0847	124.20114	104.1284	125.205	98.0763	135.4596	105.6307	113.2207	74.225	55.4473	86.5841	115.9462	98.2814	62.0948
SLC6A8	256.458	271.47	202.696	191.801	186.788	252.366	273.091	238.442	280.3	246.496	210.576	190.981	212.83	284.867	232.418	172.856	270.316	308.709	220.319	225.335	208.276	353.696	365.262	219.553
SLC6A9	25.3035	29.4384	26.57314	32.67354	27.82715	35.02112	28.87912	20.67407	25.90225	49.41703	37.93144	27.31837	40.29833	31.21275	40.97926	22.74793	35.89027	34.05178	40.54337	51.50525	31.68151	28.95722	34.44921	42.89057
SLC7A1	12.20073	11.1137858138	9.255269814	9.81234407339347	11.0255490463	11.629287	8.20695758	9.27553383	10.312721	9.34330853	10.9830785	10.3385075564	10.462787013	11.968898159	12.5235084	10.5923200292769	13.159929	10.863580386	13.9363958006238	10.77894927	9.730502	13.729327549	14.56037733	12.47375
SLC7A10	18.13951	11.25249	15.773317	15.612948	11.7682	10.53781	13.143411	14.22399	8.0155	15.663212	16.1526	12.010605	14.55386	14.989628	17.98326	15.77981	22.26407	14.32455	19.07331	17.7075	17.795045	15.697017	16.692454	17.221935
SLC7A11	8.57969	7.47219	7.63086	7.85296	6.83237	10.1578	6.93679	9.52707	3.36493	8.172	5.29824	5.62283	9.719	7.58701	8.69896	8.40455	8.12829	6.90752	10.3994	7.50113	9.27417	5.86843	8.81883	7.067
SLC7A13	0	0	0	0.31023	0	0	0	0	0	0.0959764	0.281295	0.0943551	0.17586	0.179997	0.092659	0	0.184879	0.16033	0.405746	0.0847443	0	0.151715	0	0.123136
SLC7A14	5.092460119224	10.775500621056	13.41431	12.588837	15.761356	18.8748	15.45861	15.964173	14.98579	19.465679	13.252673	9.2769	19.66545	14.67767	20.792052	25.42166	13.635545	21.265851	20.90081	19.1472	29.189802	11.126354	13.080512	25.959433
SLC7A2	0.499711	0.596924	0.794629	0.692126	0.792579	0.826448	0.985186	0.806584	1.0524	0.606505	0.318348	0.146619	0.750366	1.00434	0.72528	0.106955	0.242179	0.537134	1.17956	0.409191	1.05471	0.564908	0.540977	0.576473
SLC7A3	0.346958	0.791402	0.610831	2.55716	1.75733	0.562899	1.507884747	1.44552	1.14774000521605	1.27265	1.57957	1.81806	0.575026	0.942457	0.808609	1.79234	3.7082	1.50978	1.18034	2.2178	3.78453	1.9074	0.909047	2.02274885
SLC7A4	57.2434	73.1663	67.6055	70.504	69.3595	85.2042	83.7191	79.1707	85.7512	66.8969	106.9093	59.3324	89.5559	90.9002	66.4192	117.8429	77.6192	83.5295	91.658	78.1531	88.7468	80.9784	71.5587	81.6016
SLC7A5	131.634	115.745	116.021	148.007	131.217	116.501	114.151	130.817	99.4527	116.831	133.611	55.6785	110.767	112.641	151.419	135.803	139.29	117.167	131.053	136.69	131.323	116.073	118.906	156.595
SLC7A6	8.81966	9.40375	8.01007	9.65916	6.15751	10.8631	7.28909	7.766	8.35715	9.51536	5.91737	6.61265	7.91265	7.6282	6.80424	6.79449	7.34631	8.75635	9.67171	7.22683	8.66796	9.00482	6.82702	7.53997
SLC7A6OS	70.4936	62.4516	45.7056	61.5972	80.8183	55.6714	59.2014	65.2578	52.4622	53.011	57.6225	65.0974	46.3138	55.1153	76.2664	74.4616	68.7254	65.3495	64.4762	75.9245	62.4019	51.3859	57.1228	67.2898
SLC7A7	0.991315	1.17772	1.68332	0.429657	0.836834	1.33972	1.69993	1.22923	0.569331	1.06323	1.56726	1.2013	1.52063	1.05969	1.47561	1.71248	1.99073	2.16354	2.07906	1.29035	1.6762	1.78722	0.84881	1.23813
SLC7A8	38.3024	40.74152	37.22457	38.29045	42.59753	32.54477	32.99652	35.01441	30.37367	14.265695	33.05286	19.35618	30.90794	42.09455	36.71205	36.81446	41.89174	32.41123	18.64258	16.88771	19.73672	40.83485	30.94583	18.466661
SLC7A9	0	0	0	0	0	0	0.115592	0.116008	0.107524	0	0.439653	0	0	0	0.108978	0	0	0	0	0.0996936	0	0	0	0
SLC8A1	96.527499	101.659067280529	104.959069	114.606207	73.293934	87.724681	81.67884	65.231317	69.09721829	38.019512	100.602953	98.4649600852972	99.372133	101.3566	119.55611	112.759909	79.93398	147.214202	55.551177	43.93423090597	76.339899	87.407337	100.0778977	39.83783
SLC8A2	274.523	263.622	275.16	286.36	241.923	224.049	185.008	178.939	188.805	171.407	238.096	84.3938	182.424	200.385	167.021	238.051	144.197	204.174	207.055	154.281	194.557	151.193	146.338	181.229
SLC8A3	4.442282	5.53772000040201	7.17975	8.7039980004869	7.643663	5.562539	4.434033	6.33961300082332	5.065824371	7.37234000038148	5.86821	2.982578	4.96072000037152	4.215552	6.05242700039827	5.88133000031496	4.371982	5.25718700027809	6.89190000076709	6.573292	9.6375700036432	4.28764900042875	5.91155900052	7.154274
SLC8B1	6.12443	7.0769	6.34987	8.11852	7.17878	4.23072	9.47265	5.25973	5.5285	4.08304	6.11424	9.9993	6.9463	5.88052	4.83038	5.36646	6.89805	5.52007	6.32173	8.42474	5.05151	6.18818	5.18733	5.32294
SLC9A1	21.6873	20.6533	19.6562	29.4143	24.2244	21.7657	21.2053	24.2738	17.2521	59.5073	35.3581	22.8595	23.5477	24.904	27.0459	32.3196	41.3303	23.6849	38.7838	35.7274	34.3656	23.0746	23.6317	34.4664
SLC9A2	0.958744	0.487111	1.23783	1.09835	2.65394	1.49529	1.22107	0.957462	0.747985	1.01964	1.21071	0.992032	1.27859	0.546474	0.787959	1.48259	1.21537	1.3613	1.50295	1.97861	2.22788	0.783886	0.999103	2.23061
SLC9A3	0	0	0	0	0.127651112834	0	0	0.123528	0.463258650382	0.182505131306	0.295681	0.545778	0.0556740345421	0.05706910295125	0.1174680887799	0	0.348729	0.200672	0.411535564491	0.1073810524256	0.627269	0.577554474543	0.194253150786	0.50215
SLC9A4	0.0500651	0	0.254563	0	0.105431	0	0	0.0516587	0	0.301612	0.0991171	0	0.0919782	0	0.0970661	0	0.0486669	0.041953	0.765151	0	0.0874316	0	0.0802481	0.226269
SLC9A5	28.73711	20.96824	23.57796	21.369583	24.178096	27.83173	29.30424	28.0411	27.18067	30.54884	36.51504	21.3752923538	26.10694	35.08679	26.631818	23.982997	42.24995	23.6249	41.88536	36.25413	37.70428	33.4784	26.28367	39.22157
SLC9A6	22.7205	36.1268	57.526	40.8593	51.1823	47.1374	30.9227	28.9252	45.5061	30.4668	37.3597	20.0691	43.1925	37.974	39.0819	55.4253	22.9068	61.1076	43.2131	35.1332	50.7664	27.6782	31.5833	39.3168
SLC9A7	20.17244	37.39273	45.72252	39.5452700011197	37.2583	39.30768	31.3776	27.9296200006712	36.11722	39.5330215689	26.37425	26.226127397	40.3923000812975	29.75491	42.43369	35.024390574397	25.35504	53.98542	37.3293122784	41.4658000344212	49.30678	32.6788700023075	40.27145	40.61512
SLC9A8	31.565	22.6839	25.5372	31.4675	21.9472	22.7154	24.1405	24.3524	21.0262	23.3444	26.5174	29.4541	23.8246	26.5435	26.6753	21.5721	38.7944	28.4751	26.2332	24.7328	21.765	29.0802	28.8543	28.4951
SLC9A9	6.40408	4.71105	6.08231	4.50052	5.60857	7.09087	5.66368	6.7506	4.9567	8.49274	5.27698	2.5337	5.88033	4.13823	7.74652	5.08688	3.90812	4.77715	7.0627	5.96203	5.22281	3.37938	4.38174	5.67326
SLC9B2	1.60061	2.26171	0.349086	0.618941	0.963976	3.76225	2.52672	1.53458	7.54412	0.0574339	0.621958	0.348385	1.05112	2.31687	1.33081	3.47808	1.00006	5.513	0.097133	0.608237	0.949067	3.09013	0.825241	0.406095
SLC9C1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC9C2	0.268673	0.264729	0.51078	0.542769	0.813931	0.841732	0.525101	1.03382	0.546089	0.544178	0.233007	0.0701466	0.553101	0.503306	0.996939	0.236063	0.569896	0.704955	0.484909	0.475349	0.292032	0.484925	0.62308	0.718143
SLCO1A2	7.472572	6.425174	8.49968	4.02974662775	4.58969	4.701734	8.154967	4.785878	3.79034	5.64195400656612	4.60304	5.289190364218	4.994598	4.548326	3.677054	3.265272	4.90767	6.76951	6.881646	8.111748	7.15593	5.20869	5.13269	5.654413
SLCO1C1	12.909452	8.649382	12.05979	7.185665	10.3236	7.14545	7.19211	13.269206	6.25836	9.31416	5.049867	6.06542	12.24941	9.43729	7.459154	7.1057337	4.74765582373	7.4959	11.903235	5.41692	6.212873	10.46868	23.95015	6.430338
SLCO2A1	0.944611	1.25723	1.41853	0.932548	0.691076	0.622583	0.547882	1.35497	1.56843	1.03009	1.22086	0.46375	1.16824	0.425281	0.477376	0.738427	1.07816	0.722024	1.115	0.690748	0.859894	1.2068	1.51273	1.24586
SLCO2B1	12.6048	11.3154	16.0137	16.1625	11.8993	14.3125	13.4384	14.9704	8.08618	18.3167	10.0968	5.57584	6.88928	11.157	8.54924	6.40514	7.27114	8.99685	9.6018	7.62331	6.98528	10.7135	9.54588	10.7532
SLCO3A1	57.7009	61.9962	47.9153	49.1455	53.6636	61.3649	81.2023	59.7495	72.6782	83.5781	72.89	79.211	63.9474	77.1721	98.6484	59.0843	82.934	105.4641	63.388	82.9702	77.9767	104.2604	104.8947	73.622
SLCO4A1	0	0	0	0	0.0601713	0.0578067	0	0.0589469	0	0.0573605	0.0564702	0.0579931	0	0	0.110759	0.0569455	0.110976	0.0478777	0	0.202486	0	0.363081	0.0915762	0.0368706
SLCO4C1	0.893561	1.59456	1.8751	1.71519	1.22922	1.27487	1.09058	1.47827	1.60027	0.454219	0.977918	0.954997	1.49409	1.4604	2.20796	1.04702	2.6401	1.08191	0.966153	0.871866	0.837996	0.490762	1.14721	1.09414
SLCO5A1	1.33074	1.566626	1.31553	1.831771	1.31049	1.419464	1.443614	1.481375	1.126643	7.07778	1.789038	0.779681	1.496671	1.07545	1.505325	1.05861	3.04277	1.620321	6.1934	4.38654	3.69829	1.153734	1.509563	4.35921
SLCO6A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLF1	5.16835	7.11387	7.27615	7.96275	6.99213	11.0365	9.06849	7.14512	7.27252	3.85181	3.50718	6.38756	10.7422	9.77002	9.74545	6.02139	8.2132	6.62347	5.49593	5.12251	8.29415	4.61538	5.34315	5.6104
SLF2	6.173166	7.6097	8.76233581	8.181748	7.472183	10.582958	8.40524089	8.5179642	8.428857	8.488726	4.474626	6.8669120225601	7.403057	9.910410516151	7.9565	5.762208	10.043593	10.758556	10.578932	8.6658905	10.460861	9.7962090862489	9.0545264618	10.247284
SLFN12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLFN14	0.632278	0.874884	0.864397	0.671108	0.656715	0.534823	1.05289	0.740321	0.879048	1.09257	0.577872	0.639869	1.06262	0.993577	0.839253	0.775611	0.477875	0.891716	0.765116	0.676457	1.17342	0.838925	0.433497	1.14945
SLFNL1	0.302805	0	0	0	0	0	0	0	0	0	0	0	0	0.143765	0	0.149743	0.293626	0	0	0	0	0	0	0
SLIRP	138.481	159.554	107.89	139.657	140.395	164.293	182.195	177.143	183.36	101.428	170.493	331.985	158.722	152.376	174.719	143.953	159.997	136.832	143.541	135.268	137.042	127.445	214.162	183.975
SLIT1	77.0589	70.0582	55.3231	72.5835	58.5564	56.4436	51.1613	61.44	37.3843	21.3052	65.1138	34.6859	47.2072	58.036	45.8262	77.3551	49.9819	51.2254	28.1981	24.776	42.2258	47.6371	39.4889	32.4922
SLIT2	19.8469300029408	14.55134	17.170280013176	18.68093	12.286530002252	19.22784	13.57088	13.1293800006154	19.00478	14.04869	11.27219005566	4.7368646	8.63629	17.20367	10.96293	13.55256	10.784184495325	18.64503	12.76671	9.9204	14.16787	14.7348800606356	12.4301700039717	9.27872
SLIT3	74.6455	48.1214	54.6178	74.3461	64.5785	59.6909	45.6909	67.6984	41.3401	54.2234	75.6077	73.9419	50.5064	51.2294	59.6732	87.4154	69.8486	46.8453	57.5253	51.3052	62.4191	43.17681	49.169	57.352
SLITRK1	45.829795	63.1549	69.85792	65.38632	59.24274	58.23741	41.9328	47.524920544	47.01291	36.291301	44.91984	36.5159	64.6212000640024	46.81371	64.3542	49.9395	49.7593507	54.66171	46.84326	27.13179	40.804243538	38.111069	41.7719	38.06509257
SLITRK2	9.08241	10.50782	14.51679	11.81684	11.520051	12.22559	7.77056	8.16967	8.64621	12.97361	11.818878	6.65439	11.10123	9.04731	9.74162	10.29724	6.515712	12.431226	11.73885	8.65802	11.60623	8.451482	9.09628	8.03694
SLITRK3	16.8854	20.92325	20.83588	18.53656	21.5562	19.82874	19.63692	19.29709	18.85704	23.98563	18.06762	10.39564	21.52245	19.19916	19.91199	20.0025	22.92412	20.18736	27.50377	19.42883	24.33032	17.56734	18.61229	20.50455
SLITRK4	11.0982	16.0146	23.2044	17.55012	19.569024	17.2004	16.2177	15.624925	16.032088	16.93981	11.183052	23.08066	18.355707	14.927	25.4337	15.01059	17.59109	19.11665	15.44847	15.1736	18.3123	11.832123	16.661642	15.051954
SLITRK5	22.04569	28.234708	46.78474	42.21941	43.02007	26.88322	20.76051	22.48117	24.38226	22.8632	38.687224	18.97504	34.88077	30.32099	40.43252	47.45438	26.09882	39.53917	34.11523	25.115133	38.93968	17.43377	20.45397	29.194718
SLITRK6	0.207282	0.136366	0.35068	0.224	0.798609	0.209319	0.10628	0.427159	0.197764	1.31629	0.650876	0.178081	0.316747	0.0650094	0.234105	0.138113	0.302353	0.260108	1.6404	1.55858	1.4758	0.137124	0.0552882	0.93627
SLK	14.3054	21.0923	25.5177	19.0875	22.7624	24.3064	16.9589	19.5478	20.4692	25.1038	20.4074	12.6358	24.9093	21.95	20.7455	23.668	14.512	29.0778	29.1372	19.333	28.5807	17.3125	18.1085	28.4264
SLMAP	22.1026779002569	35.9284431082376	38.1449343026882	31.2239825109175	32.4466940754585	44.1252287107919	31.4361937	30.7822553899595	39.2840497633654	61.614102401052	23.942904559148	25.668472301835	39.300444351745	28.4195537287	32.3290081477628	30.8073939143287	27.6643138718953	44.1922386180803	48.7885830078831	36.6325707859308	42.1214159599081	28.9234445365706	35.1710847459574	41.8958374903795
SLN	0	1.48993	0.509329	0.542152	0.534392	0	0.522737	1.03911	0	0	1.93653	1.24573	0	0	0	0	0	0.426644	0.427156	0	0.876472	0	0	0.641858
SLTM	36.7819675	42.3365636990276	36.501301224	34.426545259	34.713158755494	44.14889	43.2954191009444	37.56638527212	38.1679610030848	44.17747128	35.1206186200257	42.3295730199445	36.666567560538	47.63666419812	31.098019	35.1962534846431	38.024793438992	47.24915612888	33.598623509	31.8150356096466	40.08763135	56.2826594279423	45.50709510045	37.884026213756
SLU7	31.3744	52.599	51.587	45.2355	47.6261	53.5246	42.7277	48.3266	57.5459	49.161	42.9578	30.2345	62.2744	68.0116	50.4304	66.3431	40.1751	64.3271	51.5682	50.6438	59.6921	59.3855	50.2151	52.7377
SLURP1	0.226543	0.224065	0.057639	0.306593	0	0.401391	0.523925	0.0584734	0.0541587	0.227599	0.280109	0.287734	0.104133	0.213519	0.933891	0.338956	0.11009	0.332449	0.240574	0.150644	0.148458	0.0900422	0.590461	0.219452
SLURP2	373.214	250.962	193.457	210.322	156.191	232.946	254.47	163.552	263.682	185.082	162.759	410.404	145.146	206.273	174.686	113.604	219.713	179.882	169.964	158.823	145.89	325.062	276.966	156.987
SLX1A	16.3736	12.2194	13.4118	15.6178	9.72139	3.87502	11.0623	11.8702	7.15458	7.90774	16.269	12.4772	10.172	6.94532	16.3714	18.3512	14.1814	9.77587	6.54548	5.72068	16.5912	9.68927	4.17499	12.0505
SLX4	13.361168682	13.39805	12.8042950018565	15.2595300028454	12.237638	9.4322000405364	11.4538817	12.58049	11.953688	10.50978047448	14.73262	20.664072039	13.606696	17.77936	14.592561	14.493982	19.450027062	13.92279	12.015421170785	12.711277	13.622530397657	16.7774100105829	9.8546697924	14.671219679
SLX4IP	1.8827	1.58893	3.56034	1.43142	1.69502	1.62744	1.06859	0.780165	1.35552	0.948936	1.57636	0.653541	2.52112	1.86867	2.10712	2.90102	1.73675	1.58518	2.64772	3.01633	2.64205	1.57508	1.4398	2.00893
SLX9	82.1463	61.559	51.3343	70.2397	71.9413	59.3677	70.1046	72.5685	71.0679	71.9277	77.4423	164.674	62.8304	68.2498	72.854	86.259	106.422	48.9508	72.6135	88.6256	73.1944	63.6123	58.3766	87.8023
SMAD1	10.97089	16.40812	15.77615	17.276459	15.08996	18.36791	14.512041	9.95753	15.62978	14.45208	11.71711	4.08855	12.03734	17.24977	12.226567	10.361839	10.7328	18.914534	11.805480472	13.64547	13.983946	15.35829	16.670102	11.47604
SMAD2	9.18566794392	15.403075407286	15.95497	12.7772137855	12.838699	10.07365	12.88721	9.339744	14.99948	11.375884	10.300274	4.07586111479	13.99964	14.11487	13.45382867	9.033676	8.0742179	16.01696	10.38523	8.815320787678	11.79804	10.767225	10.44961	9.11536765736
SMAD3	197.884	189.933	190.158	202.257	155.692	182.689	153.151	163.234	160.9	175.665	189.199	166.369	162.377	172.992	137.334	173.217	170.735	157.037	193.874	149.601	148.701	167.604	155.425	140.757
SMAD4	18.76811	23.53461	25.21219	21.257209	22.14646	30.94699	25.28929	23.82096	27.74776	31.87255668776	21.39934	16.86785	26.00154	22.23086	25.38344	23.44962	22.30427	30.67476	30.0944	28.23566	30.78399	22.60998	24.07488	27.756770394
SMAD5	4.18584	4.97276	4.17695	3.93255	4.51302	6.4292	5.1536	4.3549	5.05157	6.71562	2.17007	3.5742	6.19338	4.01147	4.12578	3.05724	4.34113	5.28973	6.39566	5.89539	5.43564	4.35523	4.84605	5.97804
SMAD6	1.35773	1.3939	0.79677	1.13034	1.65003	0.475594	1.60951	0.862292	0.499137	1.94039	2.06719	1.11749	1.24752	1.13163	1.67086	1.1464	2.28417	1.40062	1.55214	2.49906	0.866548	1.245	2.80466	2.32657
SMAD7	15.6423	15.09889	17.4113	17.79539	17.76968	15.38065	17.37733	15.72992	13.38598	26.93149	19.96832	22.1434	19.59657	20.17215	22.21609	18.5157	27.12183	20.14616	22.48433	21.4856	20.8438	16.53002	18.50173	20.65225
SMAD9	6.28215	9.26737	12.5852	10.5513	10.6379	11.0792	9.85252	9.94134	6.75646	10.6762	5.72123	4.71991	9.42233	7.68562	9.64655	5.95735	6.96828	8.64923	8.06568	8.73489	9.02709	6.86709	10.711	8.2344
SMAGP	0.419019	0.648049	0.534016	1.13351	0.830517	0.533352858	0.404172	0.946192	0.250628	0.789154	0	0.126098	0.484341	0.123283	0.999003	0.128871	0.252348	0.87942	0.667172	0.746739	0.228966	1.03852	0.105073	0.6777137212
SMAP1	67.638520786551	86.2229855	105.2288	86.9090435	86.5181	86.822346592139	77.0509	65.39517186	74.64881	47.15197	52.545346449	46.51331	72.5493280008543	66.93424	72.93734	60.47718	47.690019199	84.28506	49.206461	43.9402799738	54.55838	53.60653	70.67538	52.61218
SMAP2	67.24019	94.82199	112.01953	99.25454	100.60082	100.8148	80.07956	74.60258	93.9358	99.06814	101.87786	70.63332	111.08729	90.07264	102.30532	105.28266	65.97982	124.2609	112.17425	88.15268	103.61145	77.8553	93.57929	109.32379
SMARCA1	10.04314	17.346934	24.533678	19.973035	24.361448	19.173859	14.453268	13.571849	21.042076	13.072599	14.505474	10.10339007694	14.517082	14.379063	18.541958	18.426281	12.025267	17.551817	18.619341	16.651532	21.664572	10.01474	9.325076	17.940108
SMARCA2	38.95964	64.81646	72.58311	61.40647111026	68.21618	71.75346	57.77818	48.75723	75.56051	59.785640568	57.72384	43.2221500003531	77.3352300031989	69.22224	71.7541	65.41293	47.11684467808	84.8942	70.626899	66.3437	91.287137	45.73208509	53.85098	69.9567
